problem,grid,noise,sigma,seed,method,coefficient_error,support_valid,support_exact,tp,fp,fn,precision,recall,f1,optimizer_success,status,iterations,fit_seconds,total_seconds,w
burgers,256,0.1,0.0699701718041512,6,WENDy-MLE HT,0.35361159430629074,True,True,1,0,0,1.0,1.0,1.0,True,Optimization terminated successfully.,5,1.024166666000383,1.2159776659973431,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6768057971531454, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,6,WENDy-MLE L1=1e-06,0.9910669466669118,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,1.0721704169991426,1.2639814169961028,"[6.640253339555023e-05, 0.001394318093397799, 0.05856665172015512, -0.05991697080342392, 0.0, 0.11702079909255994, -0.8897931543721023, 0.26950906589518964, 0.0, 0.01323599772963361, -0.004696042796034325, -0.008150270459008046]"
burgers,256,0.1,0.0699701718041512,6,WENDy-MLE L1=0.0001,1.036994568422897,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1.0238134170067497,1.2156244170037098,"[3.525765705443505e-07, -0.0038346284650315793, 0.06054620293366951, -0.056864950180231404, 0.0, 0.12288539029902452, -0.9086845094013422, 0.28181248823627214, 0.0, 0.015444433718367838, -0.011513185556485483, -0.0034719211332785603]"
burgers,256,0.1,0.0699701718041512,6,WENDy-MLE L1=0.01,0.802509972721603,True,False,1,7,0,0.125,1.0,0.2222222222222222,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,1.0216834159800783,1.2134944159770384,"[-6.012395878272301e-05, 0.0, 0.04287276811669906, -0.03962485171402067, 0.0, 0.08918614041942968, -0.8091752302038218, 0.23241408163250213, 0.0, 0.00557039390870559, -0.0025557975843656503, 0.0]"
burgers,256,0.1,0.0699701718041512,7,WSINDy,0.004625003116041526,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,3,0.0024172079865820706,0.18230337396380492,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5023125015580208, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,7,WENDy HT,0.11994223229022727,True,True,1,0,0,1.0,1.0,1.0,True,IRLS step tolerance,13,0.961909250007011,1.1417954159842338,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5599711161451136, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,7,WENDy L1=1e-06,0.060203035045888274,True,False,1,8,0,0.1111111111111111,1.0,0.2,True,IRLS step tolerance,24,1.0452981660200749,1.2251843319972977,"[-0.0007865423779124012, -2.522908734775507e-05, -0.007938881992581078, 0.0086379405653003, 0.0, 0.012519690074716315, -0.5153526798331094, 0.0, 0.0, -0.00468626755602509, 0.015999763063782202, -0.009871234367316335]"
burgers,256,0.1,0.0699701718041512,7,WENDy L1=0.0001,0.02663041369991667,True,False,1,6,0,0.14285714285714285,1.0,0.25,True,IRLS step tolerance,6,1.019805666001048,1.1996918319782708,"[-0.0007707134856802283, 9.942992279014741e-05, 0.0, 0.0006302534751021803, 0.0, 0.0, -0.4918989608235447, -0.010478821306009557, 0.0, 0.0, 0.0009098978397846447, 0.00018216104730409144]"
burgers,256,0.1,0.0699701718041512,7,WENDy L1=0.01,0.4525998013486024,True,False,1,2,0,0.3333333333333333,1.0,0.5,True,IRLS step tolerance,6,0.996738291985821,1.1766244579630438,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.05403857172712016, -0.3176807642135331, -0.1226832265353751, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,7,WENDy-MLE HT,0.2618460579524442,True,True,1,0,0,1.0,1.0,1.0,True,Optimization terminated successfully.,4,1.0084580410039052,1.188344206981128,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6309230289762221, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,7,WENDy-MLE L1=1e-06,0.34974687113185104,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,221,1.6821054589818232,1.861991624959046,"[-0.0014730020491943308, -0.04554496932775405, 0.12997042274981627, -0.08244801388368175, 0.0, 0.021732711915072915, -0.5551107125044085, 0.030065216598931892, 0.0, -0.003699172341669805, 0.01621471465165139, -0.011144470426248002]"
burgers,256,0.1,0.0699701718041512,7,WENDy-MLE L1=0.0001,0.8454208372264613,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,1.0330524160235655,1.2129385820007883,"[-0.001871281535668553, -0.05577000689102155, 0.2011347208994637, -0.1424735521848662, 0.0, 0.08265059124988834, -0.7719174098067431, 0.18425033426076742, 0.0, 0.007345430742432129, -0.00014723607844812657, -0.0066372374569465]"
burgers,256,0.1,0.0699701718041512,7,WENDy-MLE L1=0.01,0.4537914937188165,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,0.9960058340220712,1.175891999999294,"[-0.00031719382925248434, -0.03266717996416953, 0.14970447488357858, -0.11611587143394954, 0.0, 0.0015256683470341247, -0.5838543089561948, 0.08645442038932986, 0.0, -0.0023183050619727543, -0.0025373252071575767, 0.00023901520886552023]"
burgers,256,0.1,0.0699701718041512,8,WSINDy,0.0013340543013509176,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,4,0.0025933329889085144,0.18233912496361881,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.49933297284932454, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,8,WENDy HT,2.1702614971956096,True,False,0,1,1,0.0,0.0,0.0,True,IRLS step tolerance,8,0.9669179159973282,1.1466637079720385,"[0.0, 0.0, -0.9630725525901112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,8,WENDy L1=1e-06,0.6259670318770715,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,12,1.0272107500059064,1.2069565419806167,"[0.000912283009795415, 0.10649446569548017, -0.23503621375090744, 0.1279754810129145, 0.0, -0.04226809073089855, -0.4059078850687017, -0.04773628181574341, 0.0, 0.009499518370075741, -0.0365088220961296, 0.02559740460203646]"
burgers,256,0.1,0.0699701718041512,8,WENDy L1=0.0001,0.19149847783381388,True,False,1,6,0,0.14285714285714285,1.0,0.25,True,IRLS step tolerance,21,0.9849247499951161,1.1646705419698264,"[-9.935801652517719e-05, 0.0011342637973521873, 0.0, 0.0, 0.0, -0.034417197788441226, -0.42124614573108116, -0.04188206296452987, 0.0, -0.003992301973988058, 0.0, 0.00314031650544188]"
burgers,256,0.1,0.0699701718041512,8,WENDy L1=0.01,0.4023483295451658,True,False,1,3,0,0.25,1.0,0.4,True,IRLS step tolerance,42,1.0083435410051607,1.188089332979871,"[0.0004532049102414883, 0.0, 0.0, 0.0, 0.0, -0.04861794429611785, -0.33629552323083517, -0.10633898135401346, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,8,WENDy-MLE HT,1.5156901542050902,True,False,0,1,1,0.0,0.0,0.0,False,A bad approximation caused failure to predict improvement.,5,1.0095836249820422,1.1893294169567525,"[0.0, 0.0, -0.5694990437995155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,8,WENDy-MLE L1=1e-06,0.15594899591975886,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82,1.1865719580091536,1.366317749983864,"[-0.00012631134510931568, 0.03460611401218568, -0.009134799656256186, -0.023940150414037065, 0.0, -0.029217091817487044, -0.46557101014651703, -0.001839661220788671, 0.0, 0.011982167901249051, -0.037951853709030925, 0.02448579560342899]"
burgers,256,0.1,0.0699701718041512,8,WENDy-MLE L1=0.0001,0.0632584298140206,True,False,1,7,0,0.125,1.0,0.2222222222222222,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,164,1.551816958002746,1.7315627499774564,"[5.5660338596251086e-05, 0.003280584462956436, 0.00015154714838840888, -0.002392256867921529, 0.0, -0.019545424736495783, -0.47841407186018337, 0.0, 0.0, 0.0, -0.008790744274964813, 0.0076578676527138245]"
burgers,256,0.1,0.0699701718041512,8,WENDy-MLE L1=0.01,0.37359475532867104,True,False,1,3,0,0.25,1.0,0.4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,1.0963042079820298,1.27604999995674,"[0.00046927634944005146, 0.0, 0.0, 0.0, 0.0, -0.043846431007640456, -0.348050060221985, -0.09940697345423048, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,9,WSINDy,0.0007807047694448066,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,5,0.0030012920033186674,0.18457254199893214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4996096476152776, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,9,WENDy HT,0.34091998914337474,True,True,1,0,0,1.0,1.0,1.0,True,IRLS step tolerance,10,0.97791158297332,1.1594828329689335,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6704599945716874, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,9,WENDy L1=1e-06,0.30792100177616133,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,33,1.066237542021554,1.2478087920171674,"[8.839447607958447e-05, 0.00032034221013147997, 0.016211993600951227, -0.01758893371516772, 0.0, 0.04572506528035781, -0.6218194242892443, 0.07518030568982288, 0.0, 0.0007378423739212616, 0.016481579859697563, -0.016628502534154488]"
burgers,256,0.1,0.0699701718041512,9,WENDy L1=0.0001,0.007392530914809918,True,False,1,5,0,0.16666666666666666,1.0,0.2857142857142857,True,IRLS step tolerance,12,0.998916292010108,1.1804875420057215,"[0.00015335133724452089, 0.0, 0.0, -0.0011659482682770295, 0.0, 0.0, -0.49859314612028954, -0.0012478225761117354, 0.0, 0.00216588755091116, 0.0, -0.0020129725361191023]"
burgers,256,0.1,0.0699701718041512,9,WENDy L1=0.01,0.6306980954363686,True,False,1,2,0,0.3333333333333333,1.0,0.5,True,IRLS step tolerance,6,0.9708229580137413,1.1523942080093548,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.07588068848948198, -0.2453488908075322, -0.16982330699339737, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,9,WENDy-MLE HT,2.026036563488271,True,False,0,1,1,0.0,0.0,0.0,False,A bad approximation caused failure to predict improvement.,4,1.0173850000137463,1.1989562500093598,"[0.0, 0.0, 0.8810255610070804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.1,0.0699701718041512,9,WENDy-MLE L1=1e-06,2.0047926559389593,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101,1.2421329579956364,1.4237042079912499,"[-0.0035582812422087257, -0.23435220990989072, 0.7590362923346611, -0.5183346710341303, 0.0, 0.07472326047997069, -0.7564930307869526, 0.17935294730030402, 0.0, 0.001575566933600632, 0.02706078044253372, -0.02798867522370696]"
burgers,256,0.1,0.0699701718041512,9,WENDy-MLE L1=0.0001,2.0302127394401897,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,1.037729041010607,1.2193002910062205,"[-0.0032808030229926604, -0.22007535052865165, 0.7469523139763757, -0.5208300150207189, 0.0, 0.07176048312980306, -0.8060914017922355, 0.23142297228839642, 0.0, 0.01390204809329573, -0.0003145784640912346, -0.014278766495309476]"
burgers,256,0.1,0.0699701718041512,9,WENDy-MLE L1=0.01,0.6371111750546279,True,False,1,2,0,0.3333333333333333,1.0,0.5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,68,1.1645363330026157,1.3461075829982292,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.07586830977489271, -0.24295615488791225, -0.17219211249870336, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,0,WSINDy,0.005482069713734328,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,3,0.0024395410146098584,0.18207991600502282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5027410348568672, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,0,WENDy HT,0.028380662486781727,True,True,1,0,0,1.0,1.0,1.0,True,IRLS step tolerance,20,0.9626271660090424,1.1422675409994554,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5141903312433909, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,0,WENDy L1=1e-06,0.5929417723421374,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,127,1.1147747909999453,1.2944151659903582,"[0.028883515150618506, 0.06277015200571058, -0.22603789984000094, 0.11563981002043924, 0.0, -0.09610350015230532, -0.5114184597087389, 0.07736668558290886, 0.0, 0.01587623362751444, -0.05099979500732282, 0.02121408033424715]"
burgers,256,0.5,0.34985085902075597,0,WENDy L1=0.0001,0.26176980309089753,True,False,1,6,0,0.14285714285714285,1.0,0.25,True,IRLS step tolerance,62,1.030635415983852,1.210275790974265,"[0.0008036625889746428, 0.0, 0.0, -0.0038101439082093547, 0.0, -0.09276486035540928, -0.410195401631165, 0.0, 0.0, 0.007335360877129366, -0.01929872895562432, 0.004388703562205714]"
burgers,256,0.5,0.34985085902075597,0,WENDy L1=0.01,1.2313310732732428,True,False,0,1,1,0.0,0.0,0.0,True,IRLS step tolerance,6,0.97023504198296,1.149875416973373,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.35922702153660285, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,0,WENDy-MLE HT,0.012538189737926753,True,True,1,0,0,1.0,1.0,1.0,True,Optimization terminated successfully.,5,1.0335272910015192,1.2131676659919322,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4937309051310366, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,0,WENDy-MLE L1=1e-06,0.26893184028480344,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,1.1568149999948218,1.3364553749852348,"[0.005580146762468974, 0.050994828602825275, -0.03716984255600748, -0.013904009084140375, 0.0, -0.09333069689901749, -0.4949104283452066, 0.06386462292208692, 0.0, 0.013598011102946369, -0.028792224869004398, 0.006741181665051572]"
burgers,256,0.5,0.34985085902075597,0,WENDy-MLE L1=0.0001,2.446087668416841,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,1.1672866249864455,1.3469269999768585,"[0.12705309388973302, 0.15647972898806498, -1.0139122637301106, 0.6224054287257323, 0.0, -0.10522575141689883, -0.3789999989791144, -0.011980059703054569, 0.0, 0.01771469191295597, -0.10219797931856443, 0.05644476742232276]"
burgers,256,0.5,0.34985085902075597,0,WENDy-MLE L1=0.01,1.2313332437364812,True,False,0,1,1,0.0,0.0,0.0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,58,1.1591483340016566,1.3387887089920696,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3592288814706457, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,1,WSINDy,0.012847979925281194,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,3,0.0023227079946082085,0.18202808298519813,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5064239899626406, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,1,WENDy HT,1.2764092372800535,True,False,0,1,1,0.0,0.0,0.0,True,IRLS step tolerance,23,0.9708347910200246,1.1505401660106145,"[0.0, 0.0, -0.39661711417116385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,1,WENDy L1=1e-06,0.9262102219988742,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,59,1.0756404159765225,1.2553457909671124,"[0.04204086618853741, 0.12915566164911785, -0.3707831960881926, 0.17654162176723437, 0.0, -0.052719982849279826, -0.3710811044732825, -0.06307683060605736, 0.0, 0.0034531459915971103, -0.052778956364094694, 0.03456724639643841]"
burgers,256,0.5,0.34985085902075597,1,WENDy L1=0.0001,0.3892586402408085,True,False,1,8,0,0.1111111111111111,1.0,0.2,True,IRLS step tolerance,67,1.0610820419969968,1.2407874169875868,"[-0.0022665705659783222, 0.019076453708034184, 0.0, -0.015059145110229334, 0.0, -0.05846097037353492, -0.33896945700078407, -0.0838316886603004, 0.0, -0.005182642751232017, -0.022609641585119352, 0.019246231659856727]"
burgers,256,0.5,0.34985085902075597,1,WENDy L1=0.01,1.241965727410498,True,False,0,3,1,0.0,0.0,0.0,True,IRLS step tolerance,7,0.9715663750248495,1.1512717500154395,"[-7.986025525136689e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3682608467476256, 0.0, 0.0, 0.0, 0.0019129533798145832]"
burgers,256,0.5,0.34985085902075597,1,WENDy-MLE HT,0.3555270501111274,True,True,1,0,0,1.0,1.0,1.0,True,Optimization terminated successfully.,6,1.0269326670095325,1.2066380420001224,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3222364749444363, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,1,WENDy-MLE L1=1e-06,0.481718403239088,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,279,1.767671125009656,1.9473765000002459,"[0.006507619793637352, 0.08577682041500514, -0.07310818156545502, -0.010373097440077536, 0.0, -0.0764518078000415, -0.32221896544151973, -0.08059828516866377, 0.0, -0.0017816091631980533, -0.028304845462524045, 0.020232114620909698]"
burgers,256,0.5,0.34985085902075597,1,WENDy-MLE L1=0.0001,0.4666102803724791,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,256,1.7837347500026226,1.9634401249932125,"[-0.002277939086431306, 0.021973373119643567, -1.8209704171895345e-05, -0.01717271539543843, 0.0, -0.07674280886954377, -0.3048553444605249, -0.09529051556988215, 0.0, -0.00636455035753992, -0.017431990537933175, 0.015899948653639095]"
burgers,256,0.5,0.34985085902075597,1,WENDy-MLE L1=0.01,1.2415563593538614,True,False,0,2,1,0.0,0.0,0.0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,62,1.1713801659934688,1.3510855409840588,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.36791563842259456, 0.0, 0.0, 0.0, 0.001905614624812671]"
burgers,256,0.5,0.34985085902075597,2,WSINDy,0.009139150745312241,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,4,0.002502957999240607,0.18229270799201913,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4954304246273439, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,2,WENDy HT,0.6826287919704841,True,True,1,0,0,1.0,1.0,1.0,True,IRLS step tolerance,13,0.9768922080111224,1.156681958003901,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.841314395985242, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,2,WENDy L1=1e-06,1.5706206532480789,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,15,1.0056444999936502,1.1854342499864288,"[0.05573308993885038, -0.0957251948630534, -0.4761603139089932, 0.4210822691964054, 0.0, -0.04588973596505395, -0.8410511827679145, 0.2809282862890572, 0.0, -0.008096409674203595, -0.04347869181290247, 0.0332485972656406]"
burgers,256,0.5,0.34985085902075597,2,WENDy L1=0.0001,0.6130920916172518,True,False,1,7,0,0.125,1.0,0.2222222222222222,True,IRLS step tolerance,14,0.9997442910098471,1.1795340410026256,"[-0.0021977009131056596, -0.07543266885678233, 0.0, 0.05712420389229303, 0.0, -0.05334256908965866, -0.7112213694030054, 0.1934694010159194, 0.0, -0.01015532702389892, 0.0, 0.004353130417139014]"
burgers,256,0.5,0.34985085902075597,2,WENDy L1=0.01,1.2332087109460408,True,False,0,2,1,0.0,0.0,0.0,True,IRLS step tolerance,6,0.9568029590009246,1.1365927089937031,"[0.0, 0.0, 0.0, 0.00019703664644542176, 0.0, 0.0, 0.0, -0.360833607587845, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,2,WENDy-MLE HT,0.31567869228793777,True,True,1,0,0,1.0,1.0,1.0,False,A bad approximation caused failure to predict improvement.,4,0.9915970420115627,1.1713867920043413,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6578393461439689, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,2,WENDy-MLE L1=1e-06,0.7024338229011392,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,1.3392425420170184,1.519032292009797,"[0.01132077998562033, -0.13857988448630656, -0.11209121588296528, 0.1856373799350079, 0.0, -0.06658960997461223, -0.6599571773652896, 0.16217950239387421, 0.0, -0.01680595869039023, -0.010792581493935515, 0.016538171940323292]"
burgers,256,0.5,0.34985085902075597,2,WENDy-MLE L1=0.0001,1.105643292753455,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,1.1554847919906024,1.335274541983381,"[0.04847973626862947, -0.03786284492929775, -0.42502156603310615, 0.3416082697466672, 0.0, -0.04997279064777394, -0.46457039648643284, 0.007549862831105, 0.0, -0.01543321726940958, -0.012007827145890488, 0.017217495411359196]"
burgers,256,0.5,0.34985085902075597,2,WENDy-MLE L1=0.01,1.233527388227829,True,False,0,2,1,0.0,0.0,0.0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,1.0913731660111807,1.2711629160039593,"[0.0, 0.0, 0.0, 0.00011544502375454746, 0.0, 0.0, 0.0, -0.3611058585089542, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,3,WSINDy,0.020006735097653716,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,4,0.0023442080128006637,0.18204975000116974,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.48999663245117314, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,3,WENDy HT,2.5543531530242074,True,False,0,1,1,0.0,0.0,0.0,True,IRLS step tolerance,12,0.9841327920148615,1.1638383340032306,"[0.0, 0.0, 1.1752361497125492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,3,WENDy L1=1e-06,2.803054832669201,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,8,0.9917146249790676,1.1714201669674367,"[-0.1358389234031561, -0.10041553570495355, 1.14584967783376, -0.7680485673851667, 0.0, -0.022573236936170648, -0.5926152835066069, 0.08984899933246084, 0.0, -0.005659238277684147, 0.10244408522910202, -0.0720188707146951]"
burgers,256,0.5,0.34985085902075597,3,WENDy L1=0.0001,0.11786209888367383,True,False,1,7,0,0.125,1.0,0.2222222222222222,True,IRLS step tolerance,70,1.0586160419916268,1.238321583979996,"[0.0020231700922877047, 0.0, 0.0, -0.001983966022436537, 0.0, -0.03708457791444265, -0.45470934089884785, -0.0010803660565660575, 0.0, -0.0006613472144440158, 0.0041992775898031225, -0.0043693278403110795]"
burgers,256,0.5,0.34985085902075597,3,WENDy L1=0.01,1.2273229834730268,True,False,0,3,1,0.0,0.0,0.0,True,IRLS step tolerance,6,0.9576279169996269,1.137333458987996,"[0.0017555969373974592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3557762371775963, 0.0, 0.0, 0.0, 0.0007831854358837704]"
burgers,256,0.5,0.34985085902075597,3,WENDy-MLE HT,1.853010588766842,True,False,0,1,1,0.0,0.0,0.0,False,A bad approximation caused failure to predict improvement.,4,1.0135321670095436,1.1932377089979127,"[0.0, 0.0, 0.7800077310645771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,3,WENDy-MLE L1=1e-06,1.9210882327398997,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102,1.2763142500189133,1.4560197920072824,"[-0.09219961824733765, -0.0629021084156259, 0.7835984451287813, -0.5301247263343235, 0.0, -0.06766838322725818, -0.42326032654138823, -0.0016287027246549846, 0.0, -0.006439209384893361, 0.05609574874176099, -0.03834017837027699]"
burgers,256,0.5,0.34985085902075597,3,WENDy-MLE L1=0.0001,3.6798333951115865,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,67,1.1696492499904707,1.3493547919788398,"[-0.17819821410299114, -0.12674495841929287, 1.5086229594003917, -1.0157682825531886, 0.0, -0.08773724164395152, -0.40033280549173555, -0.0039042130138107764, 0.0, -0.004904672000299517, 0.08942502062221404, -0.06386409199976338]"
burgers,256,0.5,0.34985085902075597,3,WENDy-MLE L1=0.01,3.774112953676845,True,False,1,7,0,0.125,1.0,0.2222222222222222,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,1.1775351250253152,1.3572406670136843,"[-0.18098849371778614, -0.13296723864587173, 1.5432837678937472, -1.0444806814759728, 0.0, 0.0, -0.5696529077681802, 0.06518758906349638, 0.0, 0.0, 0.1354985215027187, -0.10207617002889699]"
burgers,256,0.5,0.34985085902075597,4,WSINDy,0.006813643169388595,True,True,1,0,0,1.0,1.0,1.0,True,MSTLS support stable,3,0.0024948329955805093,0.1834356659965124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5034068215846943, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,4,WENDy HT,0.10230189502861653,True,True,1,0,0,1.0,1.0,1.0,True,IRLS step tolerance,12,1.0319287500169594,1.2128695830178913,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5511509475143083, 0.0, 0.0, 0.0, 0.0, 0.0]"
burgers,256,0.5,0.34985085902075597,4,WENDy L1=1e-06,0.8771819895176898,True,False,1,9,0,0.1,1.0,0.18181818181818182,True,IRLS step tolerance,22,1.070170541992411,1.251111374993343,"[-0.04310203056590237, -0.11021327672053265, 0.36356548828737884, -0.18785141298766345, 0.0, -0.036669832629093874, -0.5467914495557137, 0.056363069502839154, 0.0, -0.0002961353886719908, 0.05173946092935323, -0.0387468727807749]"
